volume_id,dice_Necrosis,iou_Necrosis,dice_Edema,iou_Edema,dice_Enhancing,iou_Enhancing,dice_FG_mean,iou_FG_mean
volume_1,0.7309183684445346,0.6994776430248372,0.6589285919620398,0.5968684617462777,0.8434081073946029,0.8078674150938873,0.7444183559337257,0.7014045066216674
volume_10,0.8129295794882064,0.8026803468110765,0.5598816124467878,0.5153884123821862,0.8540876586373298,0.8355406439137442,0.7422996168574414,0.717869801035669
volume_102,0.925779916662557,0.9011391170592435,0.5385170009288313,0.5139953888287098,0.8832561129222918,0.8568488602610373,0.7825176768378933,0.7573277887163303
volume_109,0.7452242782180518,0.7184933800917407,0.6257512317585333,0.5581498508925441,0.7952619648360476,0.7725702898248431,0.7220791582708775,0.6830711736030426
volume_110,0.9204020801165933,0.9186640009208652,0.4625200130747245,0.4224506840715642,0.7560690957906424,0.7475251320335838,0.7129970629939868,0.6962132723420045
volume_115,0.8218275966244213,0.8048641045111655,0.6734666175656371,0.6243402261173098,0.8785563957223183,0.858069926209888,0.7912835366374589,0.7624247522794544
volume_120,0.8714419155629142,0.8335201654453696,0.6811668207126312,0.6340094847767317,0.8701137106060279,0.8228247044501065,0.8075741489605245,0.7634514515574025
volume_125,0.7431944764633682,0.7035192470001749,0.5934791798152901,0.5358590151196139,0.7719703860526973,0.7330361991914376,0.7028813474437852,0.657471487103742
volume_127,0.8638035352791625,0.8588865070190427,0.7346481119083629,0.7027697121201125,0.9072024758981428,0.8925095490573546,0.8352180410285561,0.8180552560655032
volume_133,0.8382151294763797,0.7826273135290532,0.5707727814318654,0.49960872602553685,0.8253694988544584,0.79078375949269,0.7447858032542345,0.6910065996824267
volume_138,0.7456749124312431,0.7028415608726115,0.6515980756694244,0.5986862215964905,0.8734237782389948,0.8410933262057356,0.7568989221132209,0.7142070362249459
volume_146,0.8334946434383923,0.8105104216006584,0.5688332980184354,0.5188270646776453,0.8303997878724286,0.7989115578946089,0.7442425764430854,0.7094163480576375
volume_153,0.8106518431524927,0.7973163496953201,0.7338546342350758,0.6798277524331787,0.860040503170393,0.844839734800935,0.8015156601859872,0.7739946123098113
volume_154,0.912004914469533,0.889068257893093,0.6765725699259522,0.6307624592534129,0.876808678130526,0.8367522470432316,0.8217953875086704,0.7855276547299125
volume_156,0.8710505712966965,0.8339986061602292,0.7125343269882111,0.6681292683690093,0.8367765520596854,0.7994125857838954,0.8067871501148643,0.7671801534377113
volume_16,0.7091276374978711,0.6925680412616637,0.5979688087772937,0.529326621673792,0.782784651633557,0.74603832291768,0.6966270326362406,0.6559776619510452
volume_177,0.8646837495195026,0.8646010648040051,0.5975043621148745,0.5798000709272504,0.8505098376147955,0.8418771125964662,0.7708993164163909,0.7620927494425739
volume_181,0.6229014010597841,0.60291166246768,0.7157662553981172,0.6496745357834898,0.7630151704867977,0.7262021026103138,0.7005609423148996,0.6595961002871612
volume_194,0.9123217596022537,0.8955538770971523,0.5590132831208304,0.5047438951412229,0.8745013731354062,0.8299751680577299,0.78194547195283,0.743424313432035
volume_195,0.8173512215804131,0.7885204730311502,0.6969929965653046,0.6583639568425397,0.818894506456355,0.7842878296354183,0.7777462415340243,0.7437240865030361
volume_196,0.8130323395471458,0.7881533374649207,0.7587793424105413,0.7116449690096495,0.8370861490842102,0.8038041989991626,0.8029659436806325,0.7678675018245775
volume_209,0.8955258615825321,0.8701138833166767,0.7124348113259169,0.6658382311038443,0.9109279742706141,0.8746542884192275,0.8396295490596878,0.8035354676132495
volume_219,0.8399663272313623,0.816256524269703,0.5866768491950983,0.5401317310217658,0.8610087706952906,0.8309136116235296,0.7625506490405837,0.7291006223049995
volume_220,0.8083305896492248,0.784415173440871,0.6056565626378958,0.539768035391898,0.795881297273398,0.7629608652969624,0.7366228165201728,0.6957146913765772
volume_221,0.7351149840492455,0.6810189076034624,0.6759224790083518,0.6226563808703639,0.8177075700790909,0.765574176022955,0.7429150110455627,0.689749821498927
volume_226,0.8449558552027684,0.8058640512698471,0.43504759311490854,0.388313224225901,0.911180907554053,0.8789189602731968,0.7303947852905767,0.6910320785896483
volume_23,0.7793345360958305,0.7720654526283641,0.4585758679515571,0.4267528016770253,0.752290475004781,0.7342472319106511,0.6634002930173896,0.6443551620720136
volume_230,0.7108513893233576,0.7013846278226683,0.6667474029179591,0.6297892949107669,0.9289177873415101,0.911246671191163,0.7688388598609422,0.7474735313081993
volume_232,0.7861659009261847,0.77124903936017,0.5961958005852466,0.5411017784895522,0.6982146200113324,0.6658129591620973,0.6935254405075879,0.6593879256706064
volume_234,0.7640105536152114,0.7207519966588004,0.45727754691391803,0.3894897797319202,0.6275191915192067,0.586384367185377,0.6162690973494453,0.5655420478586992
volume_238,0.6918961543633297,0.6582717083614608,0.4134472587981259,0.355104688866911,0.7199047346801477,0.6699030097037227,0.6084160492805344,0.5610931356440315
volume_240,0.759674223150025,0.7241791210875964,0.6734813975804201,0.6151354236559398,0.7329071434798307,0.6966060253168942,0.7220209214034252,0.6786401900201434
volume_250,0.7354839243126902,0.7354839243126902,0.5024928032469423,0.45615315254267397,0.6902351173134952,0.6753911460957388,0.6427372816243759,0.622342740983701
volume_251,0.778791318804043,0.7521729728626857,0.6893054368377605,0.6543547754732059,0.8945264682543497,0.8714339247054295,0.787541074632051,0.7593205576804403
volume_256,0.6769758781522683,0.6349596462190581,0.35596150776580293,0.30170425566424686,0.6918093392465473,0.6394568982720381,0.5749155750548729,0.525373600051781
volume_26,0.6979310241470179,0.6669751908885283,0.6506169273030413,0.5920628922495571,0.7242955119365001,0.690936970539676,0.6909478211288531,0.6499916845592538
volume_279,0.7409712644691572,0.684488775723127,0.40652971090050166,0.3426877636397763,0.4516129452106997,0.4516129452106997,0.5330379735267862,0.492929828191201
volume_287,0.7308440050580101,0.72704912146328,0.5611148681735837,0.5164131604787578,0.7910622839637821,0.7603659163898786,0.694340385731792,0.6679427327773055
volume_289,0.7184806242510222,0.6854252636325612,0.7497662061215509,0.6952222871906163,0.6903226488345225,0.6903226488345225,0.7195231597356986,0.6903233998859
volume_293,0.5370236610422516,0.5211153158380167,0.5840718845734363,0.49663213674278345,0.6149670405481744,0.5764815456722929,0.5786875287212875,0.5314096660843645
volume_298,0.775371338023338,0.7748114027157738,0.6344173920127247,0.5898224509892794,0.8437675722384902,0.8423255766357336,0.7511854340915177,0.7356531434469289
volume_306,0.5368856396236205,0.5229856716830324,0.49335036087177087,0.44213703686313083,0.8322581186556007,0.8322581186556007,0.6208313730503308,0.5991269424005881
volume_31,0.6473561364547196,0.6114812853746183,0.6222236639573714,0.5547958085953966,0.8023884313437938,0.7437338699342148,0.6906560772519615,0.6366703213014099
volume_310,0.7428872299487941,0.6969113175401391,0.3839076000171997,0.3162735734543046,0.5806453069361064,0.5806453069361064,0.5691467123007001,0.5312767326435167
volume_311,0.7938346339423313,0.793693971357711,0.5000940892153136,0.46582749973133963,0.9437963382282181,0.9360999492470556,0.7459083537952877,0.7318738067787021
volume_326,0.6127691470529097,0.5550647020618048,0.16774195326618133,0.16774195326618133,0.513372790328376,0.49384172126894826,0.43129463021582237,0.4055494588656448
volume_327,0.6772793850865199,0.6178335077061985,0.3477292280230192,0.29421231968157935,0.619587488618249,0.5906046844317098,0.5481987005759293,0.5008835039398292
volume_334,0.7748841747252677,0.7691615432102222,0.4865686038214819,0.45176475010629347,0.7925606059062161,0.7653540784093458,0.6846711281509885,0.6620934572419538
volume_34,0.6639726662970414,0.6379290056006168,0.5664513176589375,0.5053858434372279,0.7493423846220311,0.7114431387421762,0.6599221228593366,0.6182526625933403
volume_342,0.6880429944449827,0.6556274292234782,0.32589404739732497,0.29573384049861645,0.641347622469524,0.5931787079037439,0.5517615547706106,0.5148466592086128
volume_343,0.8653691361206689,0.8375891179034465,0.5371969423494585,0.48881525659873776,0.8248846377894253,0.7904895552402672,0.7424835720865176,0.7056313099141505
volume_346,0.9063197378100679,0.873564133358121,0.3339622197024203,0.2983482306191431,0.7569883355171279,0.7055583460849812,0.6657567643432053,0.6258235700207485
volume_357,0.8047835382099783,0.7893349326364469,0.5971626083125167,0.5590278763237163,0.7163183326453388,0.6889176416708245,0.7060881597226112,0.6790934835436626
volume_366,0.9520532807351363,0.9329091146099523,0.7893141376859857,0.7578328407217034,0.8891992833115303,0.860364025226689,0.8768555672442174,0.8503686601861149
volume_368,0.7335881841144979,0.7145390049526383,0.6225957715544618,0.574622967620754,0.9087942036064864,0.8780599452913651,0.754992719758482,0.7224073059549191
volume_4,0.8153174822535503,0.7805805764231503,0.6313022359963454,0.5934619845811245,0.8261032529191097,0.7963969556797271,0.7575743237230017,0.7234798388946673
volume_40,0.8990900916119742,0.8770003640702057,0.7382378187481221,0.6861448127669708,0.872484011979341,0.8408101300678564,0.8366039741131458,0.801318435635011
volume_43,0.8025066535943671,0.7889981456839233,0.6262451791953098,0.5941673917883752,0.7899297489037032,0.7710416381606141,0.7395605272311266,0.7180690585443041
volume_46,0.8704200371186596,0.8680018779548329,0.442654914190674,0.412588889797238,0.7658743416190298,0.7482389090907716,0.6929830976427878,0.6762765589476142
volume_47,0.6493527293390106,0.6171817476960899,0.4843902772866275,0.40639567929443166,0.7632537188579241,0.7086130146714399,0.6323322418278541,0.5773968138873206
volume_56,0.7795833380143602,0.7425784833760399,0.5762968546361499,0.5089073474697806,0.8201182809114606,0.770070245726617,0.725332824520657,0.6738520255241459
volume_57,0.852064023975363,0.8234475597992542,0.5896395566511908,0.5517070388186158,0.8251853055522378,0.796324485308861,0.7556296287262638,0.7238263613089103
volume_58,0.7324346122708968,0.7259029558253827,0.5260678396075149,0.4671915665948539,0.7132057759130496,0.698158279357632,0.6572360759304872,0.6304176005926229
volume_6,0.7104662262743614,0.6895969622156698,0.7219814950235288,0.6643810412839176,0.7896625885909664,0.7513014335196552,0.7407034366296188,0.7017598123397476
volume_64,0.8090497441569042,0.7657370275593832,0.4649222444170886,0.4002726982010365,0.7951242387313041,0.7401413261575261,0.689698742435099,0.6353836839726485
volume_73,0.9157554808767565,0.8937897260107712,0.6436644148987251,0.6022346188462933,0.8399150156945563,0.8158748856033239,0.7997783038233459,0.7706330768201295
volume_74,0.6028533031000368,0.5960133432258716,0.46068917016242916,0.41047383644572066,0.5148572697108246,0.5052400647143164,0.5261332476577635,0.5039090814619696
volume_77,0.8699012229081496,0.8448552351709854,0.6930949693570673,0.6548984425715028,0.9092811610442174,0.8839107523416482,0.8240924511031448,0.7945548100280454
volume_78,0.7671906952985249,0.7501183335905868,0.6547728523887014,0.6078278498463402,0.8148017387034292,0.7869090626640323,0.7455884287968851,0.7149517487003197
volume_79,0.7629413109848615,0.7621404454527949,0.5568369417826508,0.5374311225184338,0.8558925669492653,0.8383488355720801,0.7252236065722591,0.7126401345144363
volume_83,0.8761168487382789,0.8573126711656495,0.7511915236142015,0.7186503855945632,0.8699241774528469,0.8501647905329733,0.832410849935109,0.808709282431062
volume_91,0.7789393143043046,0.7536939459157094,0.7187358442832542,0.6559467674820724,0.878854295704582,0.8534158511038861,0.7921764847640469,0.7543521881672226
volume_94,0.9272969626891484,0.9220684792115224,0.7531115331171616,0.7274701779909388,0.9371080338834784,0.9281758429874389,0.8725055098965961,0.8592381667299668
volume_95,0.7179781842858479,0.686244724040982,0.668333422733394,0.6132044049180235,0.7901475815115927,0.7546188228223646,0.7254863961769449,0.6846893172604567
Overall_Mean,0.7801758841857062,0.7558358772816709,0.5846034034286092,0.5361923902301812,0.7929973348468169,0.76425168675218,0.7192588741537108,0.685426651421344
